epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.3991639316082001,9.999999747378752e-06,1.382744550704956,0.5258358716964722,1.2813140153884888
1,0.42906004190444946,9.999999747378752e-06,1.2976993322372437,0.5187436938285828,1.276806116104126
2,0.4565492868423462,4.999999873689376e-06,1.2454103231430054,0.5309017300605774,1.2549396753311157
3,0.46453002095222473,4.999999873689376e-06,1.2326908111572266,0.5359675884246826,1.2434154748916626
